//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit mob_db.conf instead!
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1049,   Bee,                    Bee,                    30,     600,    0,      180,    32,     1,      5,      90,     12,     4,      0,      15,     25,     20,     3,      40,     30,     9,      10,     1,      0,      12,     137,    380,    1500,   300,    350,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1055,   Butterfly,              Butterfly,              25,     250,    0,      85,     11,     2,      10,     40,     3,      5,      0,      10,     45,     10,     15,     35,     40,     9,      10,     1,      3,      22,     129,    350,    780,    300,    800,    718,    1000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            60
1057,   AngryScorpion,          AngryScorpion,          20,     200,    0,      37,     5,      1,      15,     15,     0,      5,      0,      5,      5,      1,      0,      15,     5,      9,      10,     1,      3,      10,     133,    1000,   1872,   672,    480,    4000,   700,    510,    100,    509,    50,     518,    700,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1058,   IceGoblin,              IceGoblin,              25,     330,    0,      75,     10,     1,      20,     25,     0,      5,      0,      5,      5,      1,      0,      6,      30,     9,      10,     1,      3,      11,     133,    700,    1872,   672,    480,    505,    800,    501,    150,    518,    800,    502,    150,    521,    70,     522,    10,     4026,   500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1060,   Archant,                Archant,                30,     400,    0,      88,     14,     1,      20,     30,     4,      6,      0,      10,     5,      1,      0,      12,     10,     9,      10,     1,      0,      12,     133,    1000,   1500,   672,    480,    537,    300,    535,    100,    640,    40,     4001,   20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1064,   Bandit,                 Bandit,                 20,     400,    0,      92,     21,     1,      40,     40,     5,      0,      0,      10,     10,     10,     10,     10,     10,     9,      10,     1,      1,      17,     135,    500,    1500,   672,    900,    4016,   800,    521,    200,    526,    500,    535,    200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1083,   HuntsmanSpider,         HuntsmanSpider,         30,     1500,   0,      467,    363,    1,      125,    150,    10,     45,     0,      20,     15,     10,     10,     45,     10,     9,      10,     1,      0,      22,     175,    575,    1250,   672,    480,    638,    100,    526,    500,    640,    300,    518,    1000,   719,    500,    4001,   150,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1084,   CrotcherScorpion,       CrotcherScorpion,       25,     1200,   0,      430,    86,     1,      75,     175,    15,     45,     0,      15,     30,     10,     10,     25,     25,     9,      10,     1,      0,      22,     133,    750,    1350,   672,    480,    523,    300,    518,    1000,   509,    300,    512,    300,    535,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1087,   Larvern,                Larvern,                20,     550,    0,      165,    26,     1,      50,     200,    30,     65,     0,      35,     20,     50,     0,      70,     20,     9,      10,     1,      0,      12,     139,    1500,   1500,   672,    480,    836,    2000,   518,    1000,   807,    300,    806,    300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1089,   HungryFluffy,           HungryFluffy,           30,     500,    0,      111,    10,     1,      6,      10,     1,      5,      0,      1,      2,      1,      0,      20,     25,     9,      10,     1,      3,      10,     133,    800,    1600,   672,    480,    611,    500,    527,    150,    752,    20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            40
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1093,   WhiteSlime,             WhiteSlime,             20,     200,    0,      55,     15,     1,      80,     120,    10,     10,     0,      20,     30,     10,     10,     30,     20,     9,      10,     1,      0,      31,     137,    500,    1872,   672,    480,    5260,   4000,   541,    500,    4026,   200,    864,    200,    863,    100,    4002,   20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1094,   Reinboo,                Reinboo,                35,     1100,   0,      275,    29,     2,      40,     75,     35,     5,      0,      15,     5,      15,     0,      40,     10,     2,      10,     1,      3,      10,     129,    600,    1872,   672,    480,    512,    1000,   736,    1200,   737,    1200,   738,    1200,   739,    1200,   869,    50,     4042,   10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            30
1099,   SleepingBandit,         SleepingBandit,         20,     25,     0,      3,      1,      1,      0,      0,      0,      0,      0,      10,     10,     10,     10,     10,     10,     9,      10,     1,      1,      17,     0,      500,    1500,   672,    900,    4016,   800,    521,    200,    526,    500,    535,    200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1100,   AzulSlime,              AzulSlime,              20,     200,    0,      55,     10,     1,      80,     120,    10,     10,     0,      20,     30,     10,     10,     30,     20,     9,      10,     1,      0,      31,     131,    500,    1872,   672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1107,   Bluepar,                Bluepar,                30,     350,    0,      77,     8,      2,      7,      15,     0,      5,      0,      1,      1,      1,      0,      20,     25,     2,      10,     1,      3,      10,     133,    800,    1872,   672,    480,    567,    800,    5310,   800,    568,    800,    4002,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            50
1108,   AngryFireGoblin,        AngryFireGoblin,        30,     320,    0,      85,     12,     1,      25,     40,     0,      10,     0,      3,      3,      3,      2,      10,     50,     9,      10,     1,      3,      13,     133,    800,    1872,   672,    480,    505,    800,    501,    150,    518,    800,    502,    150,    521,    70,     522,    10,     701,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1113,   Pollett,                Pollett,                30,     500,    0,      100,    7,      1,      6,      10,     1,      5,      0,      1,      2,      1,      0,      20,     25,     9,      10,     1,      3,      10,     129,    800,    1600,   672,    480,    4026,   1000,   4023,   500,    700,    300,    862,    100,    1189,   400,    1189,   400,    1189,   400,    611,    500,    5260,   3000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            40
1131,   ManaBug,                ManaBug,                25,     300,    0,      52,     5,      2,      10,     17,     4,      6,      0,      1,      4,      1,      4,      5,      4,      2,      10,     1,      4,      12,     137,    800,    1800,   672,    480,    505,    1000,   518,    800,    533,    400,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1168,   Floyd,                  Floyd,                  20,     150,    0,      27,     3,      3,      5,      25,     0,      5,      0,      1,      1,      1,      0,      20,     25,     9,      10,     1,      3,      12,     129,    800,    1872,   672,    480,    515,    1000,   505,    800,    516,    500,    501,    150,    518,    400,    533,    150,    521,    70,     522,    1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            40
1190,   BeeHive,                BeeHive,                39,     3333,   1,      1000,   200,    14,     5,      90,     12,     4,      0,      15,     25,     20,     3,      40,     30,     9,      10,     1,      4,      12,     128,    380,    1500,   300,    350,    5312,   1000,   5312,   750,    5312,   500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            100
