//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit item_db.conf instead!
//ID,   Name,                   Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   Mode,   {UseScript},                                                            {EquipScript}
2109,   DarkGreenCottonSkirt,   5,      1000,       500,        20,         0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2110,   RedCottonShorts,        5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2111,   GreenCottonShorts,      5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2112,   DarkBlueCottonShorts,   5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2113,   YellowCottonShorts,     5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2114,   LightBlueCottonShorts,  5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2115,   PinkCottonShorts,       5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2116,   BlackCottonShorts,      5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2117,   OrangeCottonShorts,     5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2118,   PurpleCottonShorts,     5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2119,   DarkGreenCottonShorts,  5,      1000,       500,        20,         0,      2,      0,      -4,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2170,   RedMiniskirt,           5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2171,   GreenMiniskirt,         5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2172,   DarkBlueMiniskirt,      5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2173,   YellowMiniskirt,        5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2174,   LightBlueMiniskirt,     5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2175,   PinkMiniskirt,          5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2176,   BlackMiniskirt,         5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2177,   OrangeMiniskirt,        5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
//ID,   Name,                   Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   Mode,   {UseScript},                                                            {EquipScript}
2178,   PurpleMiniskirt,        5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2179,   DarkGreenMiniskirt,     5,      1000,       500,        8,          0,      4,      0,      -8,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2180,   RedCottonTrousers,      5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2181,   GreenCottonTrousers,    5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2182,   DarkBlueCottonTrousers, 5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2183,   YellowCottonTrousers,   5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2184,   LightBlueCottonTrousers,5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2185,   PinkCottonTrousers,     5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2186,   BlackCottonTrousers,    5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2187,   OrangeCottonTrousers,   5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2188,   PurpleCottonTrousers,   5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
2189,   DarkGreenCottonTrousers,5,      1500,       750,        25,         0,      4,      0,      -6,     0,      2,      1,          0,      1,      0,      0,      {},                                                                     {}
