//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit mob_db.conf instead!
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1050,   HouseMaggot,            HouseMaggot,            5,      50,     0,      7,      3,      1,      5,      7,      0,      3,      0,      5,      5,      1,      0,      6,      5,      9,      10,     1,      3,      11,     133,    700,    1872,   672,    480,    505,    800,    501,    150,    518,    400,    533,    150,    502,    70,     522,    10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1056,   CaveMaggot,             CaveMaggot,             10,     100,    0,      16,     3,      1,      10,     10,     0,      5,      0,      5,      5,      1,      0,      6,      5,      9,      10,     1,      3,      11,     133,    700,    1872,   672,    480,    505,    800,    501,    150,    518,    400,    533,    150,    502,    70,     522,    10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1063,   Pumpkin,                Pumpkin,                1,      200,    0,      17,     1,      1,      0,      0,      0,      5,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    3000,   100,    3001,   20,     5354,   20,     3002,   10,     3003,   15,     3011,   500,    3006,   1500,   3007,   2000,   3010,   2500,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1082,   Serqet,                 Serqet,                 10,     100,    0,      12,     2,      1,      10,     15,     0,      5,      0,      1,      1,      1,      0,      15,     5,      9,      10,     1,      3,      10,     129,    2000,   1872,   672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1092,   SlimeBlast,             SlimeBlast,             10,     100,    0,      20,     8,      1,      10,     10,     10,     10,     0,      10,     10,     10,     10,     10,     10,     9,      10,     1,      0,      31,     143,    250,    1872,   672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1095,   WhiteBell,              WhiteBell,              10,     100,    0,      25,     40,     2,      70,     75,     0,      5,      0,      16,     12,     20,     20,     20,     50,     2,      10,     1,      3,      12,     128,    800,    800,    672,    480,    535,    100,    540,    10,     526,    400,    5260,   600,    861,    5000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            50
1105,   ViciousSquirrel,        ViciousSquirrel,        15,     140,    1,      35,     7,      1,      20,     25,     1,      6,      0,      3,      3,      1,      0,      15,     40,     9,      10,     1,      3,      10,     133,    800,    800,    672,    480,    704,    7000,   680,    1000,   681,    1000,   682,    1000,   683,    1000,   807,    800,    4005,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            15
1135,   LovelyMaggot,           LovelyMaggot,           1,      50,     0,      1,      1,      1,      69,     6969,   0,      5,      0,      5,      5,      1,      0,      6,      5,      9,      10,     1,      3,      11,     133,    200,    1872,   672,    480,    505,    400,    501,    70,     518,    200,    533,    75,     502,    30,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1136,   LesserGhost,            LesserGhost,            1,      1,      0,      1,      1,      0,      150,    300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      10,     1,      1,      17,     131,    340,    1800,   672,    950,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,            20
1162,   Grinchboo,              Grinchboo,              5,      50,     0,      6,      1,      1,      5,      10,     0,      5,      0,      1,      1,      1,      0,      6,      5,      9,      10,     1,      3,      11,     129,    800,    1872,   672,    480,    505,    800,    501,    150,    518,    400,    527,    50,     527,    30,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1165,   ChristmasGift,          ChristmasGift,          1,      1,      0,      1,      1,      1,      0,      0,      0,      5,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    742,    5,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1172,   Bif,                    Bif,                    1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    704,    1200,   640,    800,    4001,   1000,   5327,   200,    5316,   150,    5292,   100,    5314,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1181,   SmallFrog,              SmallFrog,              9,      100,    0,      100,    10,     1,      10,     20,     19,     3,      0,      10,     25,     25,     1,      15,     20,     5,      10,     0,      2,      12,     129,    600,    1976,   672,    480,    505,    600,    518,    200,    5215,   100,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1182,   BigFrog,                BigFrog,                10,     200,    0,      150,    15,     1,      20,     30,     24,     3,      0,      20,     15,     35,     1,      15,     20,     5,      10,     0,      2,      12,     129,    500,    1976,   672,    480,    505,    700,    518,    300,    5215,   150,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1186,   MananaTree,             MananaTree,             5,      2500,   0,      2,      0,      1,      10,     10,     25,     1,      0,      1,      1,      10,     1,      1,      1,      1,      12,     1,      3,      12,     0,      1000,   800,    672,    480,    5341,   1000,   5341,   500,    5341,   250,    569,    1000,   569,    2000,   806,    500,    740,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            80
1189,   ShadowPlant,            ShadowPlant,            1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    5311,   3000,   5311,   3000,   5311,   3000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1191,   Tortuga,                Tortuga,                19,     535,    0,      350,    38,     1,      33,     44,     30,     50,     0,      18,     12,     1,      8,      80,     25,     1,      12,     1,      2,      11,     129,    700,    1872,   672,    480,    5355,   400,    5356,   100,    5215,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1192,   Ratto,                  Ratto,                  15,     250,    0,      200,    30,     1,      25,     35,     13,     6,      0,      5,      10,     13,     1,      11,     6,      3,      12,     1,      2,      10,     131,    120,    1572,   672,    480,    5357,   500,    5358,   400,    5333,   200,    5335,   100,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1193,   Croc,                   Croc,                   17,     350,    0,      300,    35,     1,      124,    129,    54,     6,      0,      6,      10,     13,     1,      11,     6,      1,      12,     1,      2,      11,     129,    600,    1872,   672,    200,    5366,   350,    5338,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1204,   BigBif,                 BigBif,                 1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    704,    2400,   640,    1600,   4001,   2000,   5327,   400,    5316,   300,    5292,   200,    5314,   100,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1205,   SmallBif,               SmallBif,               1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    704,    600,    640,    400,    4001,   500,    5327,   100,    5316,   75,     5292,   50,     5314,   25,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1206,   AmethystBif,            AmethystBif,            1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4007,   20,     824,    1200,   824,    1200,   819,    600,    821,    600,    820,    600,    822,    600,    823,    600,    4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1207,   DiamondBif,             DiamondBif,             1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4002,   20,     824,    600,    819,    1200,   819,    1200,   821,    600,    820,    600,    822,    600,    823,    600,    4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1208,   EmeraldBif,             EmeraldBif,             1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4004,   20,     824,    600,    819,    600,    821,    1200,   821,    1200,   820,    600,    822,    600,    823,    600,    4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1209,   RubyBif,                RubyBif,                1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4003,   20,     824,    600,    819,    600,    821,    600,    820,    1200,   820,    1200,   822,    600,    823,    600,    4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1210,   SapphireBif,            SapphireBif,            1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4005,   20,     824,    600,    819,    600,    821,    600,    820,    600,    822,    1200,   822,    1200,   823,    600,    4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1211,   TopazBif,               TopazBif,               1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4006,   20,     824,    600,    819,    600,    821,    600,    820,    600,    822,    600,    823,    1200,   823,    1200,   4001,   250,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1212,   BigAmethystBif,         BigAmethystBif,         1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4007,   30,     824,    1200,   824,    1200,   824,    1200,   819,    600,    821,    600,    820,    600,    822,    600,    823,    600,    4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1213,   BigDiamondBif,          BigDiamondBif,          1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4002,   30,     824,    600,    819,    1200,   819,    1200,   819,    1200,   821,    600,    820,    600,    822,    600,    823,    600,    4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1214,   BigEmeraldBif,          BigEmeraldBif,          1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4004,   30,     824,    600,    819,    600,    821,    1200,   821,    1200,   821,    1200,   820,    600,    822,    600,    823,    600,    4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1215,   BigRubyBif,             BigRubyBif,             1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4003,   30,     824,    600,    819,    600,    821,    600,    820,    1200,   820,    1200,   820,    1200,   822,    600,    823,    600,    4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1216,   BigSapphireBif,         BigSapphireBif,         1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4005,   30,     824,    600,    819,    600,    821,    600,    820,    600,    822,    1200,   822,    1200,   822,    1200,   823,    600,    4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1217,   BigTopazBif,            BigTopazBif,            1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4006,   30,     824,    600,    819,    600,    821,    600,    820,    600,    822,    600,    823,    1200,   823,    1200,   823,    1200,   4001,   300,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1218,   SmallAmethystBif,       SmallAmethystBif,       1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4007,   10,     824,    1200,   819,    600,    821,    600,    820,    600,    822,    600,    823,    600,    4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1219,   SmallDiamondBif,        SmallDiamondBif,        1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4002,   10,     824,    600,    819,    1200,   821,    600,    820,    600,    822,    600,    823,    600,    4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1220,   SmallEmeraldBif,        SmallEmeraldBif,        1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4004,   10,     824,    600,    819,    600,    821,    1200,   820,    600,    822,    600,    823,    600,    4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1221,   SmallRubyBif,           SmallRubyBif,           1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4003,   10,     824,    600,    819,    600,    821,    600,    820,    1200,   822,    600,    823,    600,    4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1222,   SmallSapphireBif,       SmallSapphireBif,       1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4005,   10,     824,    600,    819,    600,    821,    600,    820,    600,    822,    1200,   823,    600,    4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1223,   SmallTopazBif,          SmallTopazBif,          1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      9,      10,     1,      3,      12,     0,      800,    800,    672,    480,    4006,   10,     824,    600,    819,    600,    821,    600,    820,    600,    822,    600,    823,    1200,   4001,   200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
