//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit mob_db.conf instead!
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1096,   SoulSnake,              SoulSnake,              115,    850,    0,      325,    56,     1,      75,     90,     4,      6,      0,      20,     11,     10,     10,     35,     10,     9,      10,     1,      0,      10,     137,    900,    1300,   672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1102,   Luvia,                  Luvia,                  127,    48044,  60,     315973, 12172,  5,      339,    364,    50,     92,     0,      1,      29,     55,     255,    255,    255,    31,     10,     1,      1,      37,     181,    220,    1200,   672,    50,     5141,   10,     5142,   10,     5143,   10,     5144,   10,     5145,   10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1106,   WickedMushroom,         WickedMushroom,         110,    550,    0,      220,    30,     1,      70,     80,     4,      4,      0,      16,     12,     10,     10,     35,     10,     9,      10,     1,      3,      12,     133,    800,    1800,   672,    480,    613,    600,    4007,   50,     567,    100,    566,    1000,   5145,   40,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            60
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1114,   Nutcracker,             Nutcracker,             110,    6000,   0,      4226,   769,    1,      81,     281,    20,     37,     0,      40,     20,     10,     5,      60,     40,     9,      10,     1,      1,      17,     133,    400,    872,    672,    900,    569,    1000,   660,    750,    539,    750,    503,    250,    640,    200,    4004,   200,    4001,   600,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1123,   DreadPirateMarleyClone, DreadPirateMarleyClone, 150,    2000,   0,      1652,   0,      4,      175,    250,    18,     22,     0,      10,     40,     30,     20,     80,     40,     9,      10,     1,      0,      10,     175,    500,    1200,   672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1126,   PsiBrain,               PsiBrain,               100,    10000,  0,      7255,   4000,   2,      220,    500,    23,     30,     0,      35,     15,     3,      50,     50,     50,     2,      10,     1,      1,      17,     175,    340,    1800,   672,    950,    775,    75,     775,    115,    776,    135,    631,    40,     5111,   700,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,            20
1127,   GeneralKrukan,          GeneralKrukan,          140,    40000,  0,      27536,  1663,   2,      180,    430,    5,      20,     0,      40,     3,      25,     5,      80,     45,     9,      10,     1,      1,      27,     165,    300,    1200,   672,    300,    775,    1000,   776,    1000,   631,    1000,   5128,   5,      636,    6,      637,    25,     638,    50,     639,    8,      778,    500,    1198,   500,    0,      0,      778,    0,      0,      0,      0,      0,      0,      0,      6,            50
1128,   GeneralRazha,           GeneralRazha,           140,    40000,  0,      27536,  1663,   2,      180,    430,    5,      20,     0,      40,     3,      25,     5,      80,     45,     9,      10,     1,      1,      27,     165,    300,    1200,   672,    300,    775,    210,    5129,   5,      776,    300,    631,    1000,   636,    3,      658,    2,      532,    35,     778,    500,    1198,   500,    0,      0,      0,      0,      1198,   0,      0,      0,      0,      0,      0,      0,      4,            50
1129,   GeneralTerogan,         GeneralTerogan,         140,    40000,  0,      27536,  1663,   2,      180,    430,    5,      20,     0,      40,     3,      25,     5,      80,     45,     9,      10,     1,      1,      27,     165,    300,    1200,   672,    300,    775,    210,    5130,   5,      776,    300,    631,    1000,   636,    3,      658,    2,      532,    35,     778,    500,    1198,   500,    0,      0,      0,      0,      1198,   0,      0,      0,      0,      0,      0,      0,      4,            50
1130,   Moonshroom,             Moonshroom,             110,    550,    0,      224,    35,     4,      70,     80,     4,      4,      0,      16,     12,     10,     10,     35,     10,     9,      10,     1,      3,      12,     133,    800,    1800,   672,    480,    566,    500,    518,    500,    703,    400,    730,    300,    540,    100,    5145,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            60
1132,   LavaSlime,              LavaSlime,              135,    4144,   0,      6000,   1111,   2,      105,    260,    75,     80,     0,      30,     15,     35,     10,     70,     250,    9,      10,     1,      0,      23,     135,    900,    1300,   672,    100,    904,    10000,  703,    5000,   703,    5000,   640,    1000,   701,    1000,   4001,   1000,   825,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            40
1133,   Anne,                   Anne,                   110,    12000,  0,      1100,   889,    1,      200,    300,    20,     35,     0,      60,     40,     40,     30,     60,     40,     9,      10,     1,      1,      17,     133,    380,    872,    672,    900,    838,    6000,   839,    6000,   840,    6000,   1229,   200,    1230,   500,    1231,   500,    1232,   500,    1281,   20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1151,   VoidFlower,             VoidFlower,             115,    7000,   0,      1068,   40,     12,     400,    420,    0,      5,      0,      16,     12,     20,     20,     255,    50,     12,     10,     1,      3,      12,     128,    800,    2000,   672,    180,    535,    100,    540,    10,     1199,   100,    526,    400,    565,    1000,   565,    1000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1152,   VoidArchant,            VoidArchant,            130,    6000,   0,      1598,   14,     1,      140,    180,    36,     6,      0,      10,     5,      1,      0,      12,     10,     9,      10,     1,      0,      12,     133,    800,    1500,   672,    200,    537,    300,    535,    100,    640,    40,     4001,   20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1153,   VoidSlime,              VoidSlime,              135,    4144,   0,      6000,   70,     2,      105,    160,    75,     40,     0,      30,     15,     35,     10,     70,     250,    9,      10,     1,      0,      23,     135,    1100,   1500,   672,    200,    904,    10000,  703,    5000,   703,    5000,   640,    1000,   701,    1000,   4001,   1000,   825,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1154,   VoidSnake,              VoidSnake,              130,    2000,   0,      541,    63,     1,      80,     120,    4,      6,      0,      20,     40,     10,     10,     35,     45,     9,      10,     1,      0,      10,     133,    320,    1500,   672,    200,    532,    20,     641,    350,    715,    400,    715,    400,    711,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            30
1155,   VoidBat,                VoidBat,                100,    400,    0,      81,     3,      1,      10,     25,     0,      5,      0,      1,      1,      1,      0,      20,     25,     9,      10,     1,      3,      12,     133,    200,    1872,   672,    480,    505,    800,    501,    150,    518,    400,    533,    150,    521,    70,     522,    1,      753,    3000,   754,    2000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1156,   VoidMaggot,             VoidMaggot,             100,    400,    0,      74,     1,      1,      10,     25,     0,      5,      0,      1,      1,      1,      0,      20,     25,     9,      10,     1,      3,      11,     133,    800,    1872,   672,    480,    505,    800,    501,    150,    518,    400,    533,    150,    502,    70,     522,    10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1157,   VoidSoldier,            VoidSoldier,            120,    8000,   0,      1957,   663,    7,      20,     30,     5,      20,     0,      40,     3,      25,     5,      80,     45,     9,      10,     1,      1,      27,     133,    500,    1600,   672,    300,    779,    210,    780,    210,    698,    200,    631,    1000,   636,    3,      658,    2,      532,    35,     778,    500,    1198,   500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,            40
1158,   VoidMouboo,             VoidMouboo,             100,    5000,   0,      1338,   16,     2,      50,     65,     60,     5,      0,      15,     5,      15,     0,      40,     10,     2,      10,     1,      3,      10,     129,    600,    1872,   672,    480,    660,    1000,   660,    500,    541,    750,    660,    50,     806,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            30
1159,   VoidScorpion,           VoidScorpion,           110,    6000,   0,      1327,   37,     1,      60,     90,     4,      6,      0,      16,     30,     10,     10,     35,     10,     9,      10,     1,      0,      10,     133,    700,    1700,   672,    480,    523,    150,    509,    100,    518,    800,    709,    800,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1160,   VoidShroom,             VoidShroom,             110,    5500,   0,      1223,   30,     3,      70,     80,     4,      4,      0,      16,     12,     10,     10,     35,     10,     9,      10,     1,      3,      12,     133,    550,    1700,   672,    480,    613,    600,    4007,   50,     567,    100,    566,    1000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1166,   Snowman,                Snowman,                100,    4200,   0,      2897,   689,    1,      60,     80,     5,      20,     0,      15,     25,     40,     15,     75,     30,     8,      10,     1,      3,      10,     133,    800,    1872,   672,    480,    567,    800,    568,    800,    4002,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1167,   SnowmanBoss,            SnowmanBoss,            100,    35000,  0,      28970,  1689,   3,      60,     80,     20,     20,     0,      15,     15,     10,     15,     95,     50,     14,     16,     1,      3,      10,     165,    700,    1672,   672,    480,    567,    800,    568,    800,    4002,   50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1169,   CrystalSpider,          CrystalSpider,          140,    1000,   0,      800,    200,    1,      80,     95,     8,      12,     0,      20,     15,     20,     11,     45,     30,     1,      1,      1,      0,      22,     139,    1000,   1500,   672,    480,    537,    500,    535,    100,    638,    20,     526,    200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1173,   MontBlanc,              MontBlanc,              100,    65535,  0,      1,      1,      12,     30,     40,     20,     0,      255,    15,     10,     30,     5,      20,     10,     12,     12,     1,      3,      12,     164,    800,    800,    672,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1174,   Emo,                    Emo,                    129,    50150,  80,     500000, 1000,   2,      200,    350,    30,     60,     60,     70,     60,     100,    60,     90,     90,     40,     10,     1,      1,      21,     183,    250,    450,    672,    50,     528,    5000,   532,    200,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
