// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
712,    GrassSnakeTongue,               3,      160,        80,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
713,    CaveSnakeTongue,                3,      120,        60,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
718,    SilkCocoon,                     3,      200,        3,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
727,    Iten,                           3,      0,          0,          8000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
728,    MoubooFigurine,                 3,      0,          0,          9,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
729,    WarpedLog,                      3,      0,          0,          8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
730,    Lifestone,                      3,      0,          0,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
732,    DruidTreeBranch,                3,      0,          0,          2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
740,    Root,                           3,      500,        200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
746,    MopoxCurePotion,                3,      0,          0,          5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
753,    BatWing,                        3,      500,        10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
754,    BatTeeth,                       3,      600,        12,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
763,    TerraniteOre,                   3,      500,        250,        40,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
772,    WispPowder,                     3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
773,    SpectrePowder,                  3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
774,    PoltergeistPowder,              3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
775,    Bone,                           3,      140,        70,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
776,    Skull,                          3,      900,        450,        30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
777,    RottenRags,                     3,      100,        50,         15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
778,    DiseasedHeart,                  3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
779,    UndeadEar,                      3,      30,         15,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
780,    UndeadEye,                      3,      30,         15,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
799,    MylarinDust,                    3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
802,    EasterBasket,                   3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
803,    GrassLiner,                     3,      20,         10,         5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
804,    JellyBeans,                     3,      20,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
805,    ChocolateMouboo,                3,      20,         10,         3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
806,    ReedBundle,                     3,      20,         10,         7,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
807,    GrassSeed,                      3,      20,         10,         1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
819,    DiamondPowder,                  3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
820,    RubyPowder,                     3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
821,    EmeraldPowder,                  3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
822,    SapphirePowder,                 3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
823,    TopazPowder,                    3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
824,    AmethystPowder,                 3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
833,    BrokenFourLeafAmulet,           3,      100,        1,          10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
834,    BrokenDoll,                     3,      20,         5,          15,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
835,    HyvernStinger,                  3,      100,        25,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
836,    GrubSlime,                      3,      40,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
841,    RedDottedWrap,                  3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
842,    YellowDottedWrap,               3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
843,    BlueDottedWrap,                 3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
844,    PurpleStripedWrap,              3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
845,    RedGoldenStripedWrap,           3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
846,    GreenRedStripedWrap,            3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
847,    PlushMouboo,                    3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
849,    OpenPresentBox,                 3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
850,    ClosedChristmasBox,             3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
851,    StickReinboo,                   3,      50,         25,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
852,    LeatherBall,                    3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
853,    Doll,                           3,      50,         25,         30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
858,    WolvernTooth,                   3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
859,    WolvernPelt,                    3,      500,        250,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
860,    SquirrelPelt,                   3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
861,    WhiteBellTuber,                 3,      20,         10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
862,    IcedWater,                      3,      100,        50,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
863,    SilverMirror,                   3,      500,        250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
864,    BookPage,                       3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
866,    LeatherSuitcase,                3,      4000,       2000,       12000,      0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
869,    Antlers,                        3,      4000,       2000,       3000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
871,    SealedSoul,                     3,      12000,      1000,       75,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
872,    LockPicks,                      3,      5000,       1500,       150,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
873,    LazuriteShard,                  3,      500,        50,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
874,    LazuriteCrystal,                3,      3000,       200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
875,    HeartOfLazurite,                3,      10000,      400,        15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
891,    SilkSheet,                      3,      1000,       250,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
892,    OrangeSummonFlower,             3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
893,    PurpleSummonFlower,             3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
894,    WhiteSummonFlower,              3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
895,    YellowSummonFlower,             3,      400,        200,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
896,    RedSummonFlower,                3,      600,        300,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1191,   WhiteWrap,                      3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1192,   YellowWrap,                     3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1193,   BlueWrap,                       3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1194,   PurpleWrap,                     3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1195,   GreenWrap,                      3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1198,   Soul,                           3,      100000,     1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1207,   RedChristmasStocking,           3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1208,   RedEasterEgg,                   3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1209,   GreenEasterEgg,                 3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1210,   BlueEasterEgg,                  3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1211,   YellowEasterEgg,                3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1212,   PinkEasterEgg,                  3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1213,   TealEasterEgg,                  3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1228,   LightCrystal,                   3,      1000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1233,   FakeFangs,                      3,      20000,      10000,      1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1234,   RedOrnament,                    3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1235,   YellowOrnament,                 3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1236,   GreenOrnament,                  3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1237,   AquaOrnament,                   3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1238,   BlueOrnament,                   3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1239,   MagentaOrnament,                3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1240,   SantaSnowGlobe,                 3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1241,   SnowmanSnowGlobe,               3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1245,   BentNeedle,                     3,      700,        1,          3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1246,   DarkEasterEgg,                  3,      700,        50,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1249,   StrangeCoin,                    3,      7000,       5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1254,   DarkPetal,                      3,      15000,      8000,       250,        0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1257,   FlawedLens,                     3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
2250,   RedCottonCloth,                 3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2251,   GreenCottonCloth,               3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2252,   DarkBlueCottonCloth,            3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2253,   YellowCottonCloth,              3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2254,   LightBlueCottonCloth,           3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2255,   PinkCottonCloth,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2256,   BlackCottonCloth,               3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2257,   OrangeCottonCloth,              3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2258,   PurpleCottonCloth,              3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2259,   DarkGreenCottonCloth,           3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3000,   JackOLantern,                   3,      200,        100,        1000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3002,   RealisticBrain,                 3,      200,        100,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3003,   JarofBlood,                     3,      200,        100,        375,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3004,   Tongue,                         3,      5,          1,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
3011,   PumpkinSeeds,                   3,      5,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4000,   AngryScorpionStinger,           3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4001,   Coal,                           3,      250,        100,        20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4002,   Diamond,                        3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
4003,   Ruby,                           3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4004,   Emerald,                        3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4005,   Sapphire,                       3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4006,   Topaz,                          3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4007,   Amethyst,                       3,      5000,       2500,       20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4015,   IronIngot,                      3,      500,        250,        200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4016,   BanditHood,                     3,      100,        50,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4017,   RedPowder,                      3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4018,   YellowPowder,                   3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4019,   BluePowder,                     3,      3000,       5,          10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4021,   YellowPresentBox,               3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4022,   WhitePresentBox,                3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
4023,   AnimalBones,                    3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4024,   FrozenYetiTear,                 3,      500,        250,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
4025,   YetiClaw,                       3,      150,        75,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
