// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
681,    CobaltHerb,                     Cobalt Herb,                        3,      2,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
682,    GambogeHerb,                    Gamboge Herb,                       3,      2,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
683,    AlizarinHerb,                   Alizarin Herb,                      3,      2,          1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
690,    RedDye,                         Red Dye,                            3,      100,        20,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
691,    GreenDye,                       Green Dye,                          3,      2500,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
692,    DarkBlueDye,                    Dark Blue Dye,                      3,      40000,      15000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
693,    YellowDye,                      Yellow Dye,                         3,      100,        20,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
694,    LightBlueDye,                   Light Blue Dye,                     3,      100,        20,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
695,    PinkDye,                        Pink Dye,                           3,      2500,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
696,    BlackDye,                       Black Dye,                          3,      30000,      25000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
697,    OrangeDye,                      Orange Dye,                         3,      2500,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
698,    PurpleDye,                      Purple Dye,                         3,      70000,      50000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
699,    DarkGreenDye,                   Dark Green Dye,                     3,      2000,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
700,    Pearl,                          Pearl,                              3,      5000,       3000,       5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
701,    PileOfAsh,                      Pile of Ash,                        3,      3000,       100,        5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
703,    SulphurPowder,                  Sulphur Powder,                     3,      1000,       25,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
704,    IronPowder,                     Iron Powder,                        3,      800,        80,         3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
706,    GoldenScorpionStinger,          Golden Scorpion Stinger,            3,      2000,       500,        2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
707,    MonsterOilPotion,               Monster Oil Potion,                 3,      10000,      2000,       50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
708,    LeatherPatch,                   Leather Patch,                      3,      300,        150,        18,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
709,    BlackScorpionStinger,           Black Scorpion Stinger,             3,      250,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
710,    SnakeTongue,                    Snake Tongue,                       3,      60,         30,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
711,    MountainSnakeTongue,            Mountain Snake Tongue,              3,      80,         40,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
712,    GrassSnakeTongue,               Grass Snake Tongue,                 3,      160,        80,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
713,    CaveSnakeTongue,                Cave Snake Tongue,                  3,      120,        60,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
718,    SilkCocoon,                     Silk Cocoon,                        3,      200,        3,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
727,    Iten,                           Iten,                               3,      0,          0,          8000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
728,    MoubooFigurine,                 Mouboo Figurine,                    3,      0,          0,          9,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
729,    WarpedLog,                      Warped Log,                         3,      0,          0,          8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
730,    Lifestone,                      Lifestone,                          3,      0,          0,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
732,    DruidTreeBranch,                Druid Tree Branch,                  3,      0,          0,          2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
740,    Root,                           Root,                               3,      500,        200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
746,    MopoxCurePotion,                Mopox Cure Potion,                  3,      0,          0,          5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
753,    BatWing,                        Bat Wing,                           3,      500,        10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
754,    BatTeeth,                       Bat Teeth,                          3,      600,        12,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
763,    TerraniteOre,                   Terranite Ore,                      3,      500,        250,        40,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
772,    WispPowder,                     Wisp Powder,                        3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
773,    SpectrePowder,                  Spectre Powder,                     3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
774,    PoltergeistPowder,              Poltergeist Powder,                 3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
775,    Bone,                           Bone,                               3,      140,        70,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
776,    Skull,                          Skull,                              3,      900,        450,        30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
777,    RottenRags,                     Rotten Rags,                        3,      100,        50,         15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
778,    DiseasedHeart,                  Diseased Heart,                     3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
779,    UndeadEar,                      Undead Ear,                         3,      30,         15,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
780,    UndeadEye,                      Undead Eye,                         3,      30,         15,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
799,    MylarinDust,                    Mylarin Dust,                       3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
802,    EasterBasket,                   Easter Basket,                      3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
803,    GrassLiner,                     Grass Liner,                        3,      20,         10,         5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
804,    JellyBeans,                     Jelly Beans,                        3,      20,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
805,    ChocolateMouboo,                Chocolate Mouboo,                   3,      20,         10,         3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
806,    ReedBundle,                     Reed Bundle,                        3,      20,         10,         7,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
807,    GrassSeed,                      Grass Seed,                         3,      20,         10,         1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
819,    DiamondPowder,                  Diamond Powder,                     3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
820,    RubyPowder,                     Ruby Powder,                        3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
821,    EmeraldPowder,                  Emerald Powder,                     3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
822,    SapphirePowder,                 Sapphire Powder,                    3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
823,    TopazPowder,                    Topaz Powder,                       3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
824,    AmethystPowder,                 Amethyst Powder,                    3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
833,    BrokenFourLeafAmulet,           Broken Four-Leaf Amulet,            3,      100,        1,          10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
834,    BrokenDoll,                     Broken Doll,                        3,      20,         5,          15,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
835,    HyvernStinger,                  Hyvern Stinger,                     3,      100,        25,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
836,    GrubSlime,                      Grub Slime,                         3,      40,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
841,    RedDottedWrap,                  Red Dotted Wrap,                    3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
842,    YellowDottedWrap,               Yellow Dotted Wrap,                 3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
843,    BlueDottedWrap,                 Blue Dotted Wrap,                   3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
844,    PurpleStripedWrap,              Purple Striped Wrap,                3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
845,    RedGoldenStripedWrap,           Red Golden Striped Wrap,            3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
846,    GreenRedStripedWrap,            Green Red Striped Wrap,             3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
847,    PlushMouboo,                    Plush Mouboo,                       3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
849,    OpenPresentBox,                 Open Present Box,                   3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
850,    ClosedChristmasBox,             Closed Christmas Box,               3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
851,    StickReinboo,                   Stick Reinboo,                      3,      50,         25,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
852,    LeatherBall,                    Leather Ball,                       3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
853,    Doll,                           Doll,                               3,      50,         25,         30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
858,    WolvernTooth,                   Wolvern Tooth,                      3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
859,    WolvernPelt,                    Wolvern Pelt,                       3,      500,        250,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
860,    SquirrelPelt,                   Squirrel Pelt,                      3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
861,    WhiteBellTuber,                 White Bell Tuber,                   3,      20,         10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
862,    IcedWater,                      Iced Water,                         3,      100,        50,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
863,    SilverMirror,                   Silver Mirror,                      3,      500,        250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
864,    BookPage,                       Book Page,                          3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
866,    LeatherSuitcase,                Leather Suitcase,                   3,      4000,       2000,       12000,      0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
869,    Antlers,                        Antlers,                            3,      4000,       2000,       3000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
871,    SealedSoul,                     Sealed Soul,                        3,      12000,      1000,       75,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
872,    LockPicks,                      Lock Picks,                         3,      5000,       1500,       150,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
873,    LazuriteShard,                  Lazurite Shard,                     3,      500,        50,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
874,    LazuriteCrystal,                Lazurite Crystal,                   3,      3000,       200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
875,    HeartOfLazurite,                Heart of Lazurite,                  3,      10000,      400,        15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
891,    SilkSheet,                      Silk Sheet,                         3,      1000,       250,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
892,    OrangeSummonFlower,             Orange Summon Flower,               3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
893,    PurpleSummonFlower,             Purple Summon Flower,               3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
894,    WhiteSummonFlower,              White Summon Flower,                3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
895,    YellowSummonFlower,             Yellow Summon Flower,               3,      400,        200,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
896,    RedSummonFlower,                Red Summon Flower,                  3,      600,        300,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1191,   WhiteWrap,                      White Wrap,                         3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1192,   YellowWrap,                     Yellow Wrap,                        3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1193,   BlueWrap,                       Blue Wrap,                          3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1194,   PurpleWrap,                     Purple Wrap,                        3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1195,   GreenWrap,                      Green Wrap,                         3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1198,   Soul,                           Soul,                               3,      100000,     1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1207,   RedChristmasStocking,           Red Christmas Stocking,             3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1208,   RedEasterEgg,                   Red Easter Egg,                     3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1209,   GreenEasterEgg,                 Green Easter Egg,                   3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1210,   BlueEasterEgg,                  Blue Easter Egg,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1211,   YellowEasterEgg,                Yellow Easter Egg,                  3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1212,   PinkEasterEgg,                  Pink Easter Egg,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1213,   TealEasterEgg,                  Teal Easter Egg,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1228,   LightCrystal,                   Light Crystal,                      3,      1000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1233,   FakeFangs,                      Cheap Plastic Fangs,                3,      20000,      10000,      1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1234,   RedOrnament,                    Red Christmas Ornament,             3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1235,   YellowOrnament,                 Yellow Christmas Orname,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1236,   GreenOrnament,                  Green Christmas Ornamen,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1237,   AquaOrnament,                   Aqua Christmas Ornament,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1238,   BlueOrnament,                   Blue Christmas Ornament,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1239,   MagentaOrnament,                Magenta Christmas Ornam,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1240,   SantaSnowGlobe,                 Santa Snow Globe,                   3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1241,   SnowmanSnowGlobe,               Snowman Snow Globe,                 3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1245,   BentNeedle,                     Bent Needle,                        3,      700,        1,          3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1246,   DarkEasterEgg,                  Dark Easter Egg,                    3,      700,        50,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1249,   StrangeCoin,                    Strange Coin,                       3,      7000,       5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1254,   DarkPetal,                      Dark Petal,                         3,      15000,      8000,       250,        0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1257,   FlawedLens,                     Flawed Lens,                        3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
2250,   RedCottonCloth,                 Red Cotton Cloth,                   3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2251,   GreenCottonCloth,               Green Cotton Cloth,                 3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2252,   DarkBlueCottonCloth,            Dark Blue Cotton Cloth,             3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2253,   YellowCottonCloth,              Yellow Cotton Cloth,                3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2254,   LightBlueCottonCloth,           Light Blue Cotton Cloth,            3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
